eventID,occurrenceID,basisOfRecord,recordedBy,individualCount,lifeStage,occurrenceStatus,scientificName,kingdom,phylum,class,order,family,taxonRank,type,ownerInstitutionCode
2017-FLAGG-1,2017-FLAGG-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-KETTLE-1,2019-KETTLE-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-GREENWOOD-1,2019-GREENWOOD-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-EWELL-1,2014-EWELL-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-SHELBURNE-1,2019-SHELBURNE-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-ECHO (CHARTN)-1,2013-ECHO (CHARTN)-1-Ad,HumanObservation,,3,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-FERN-1,2016-FERN-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-KENT-1,2015-KENT-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-WHEELER (BRUNWK)-1,2019-WHEELER (BRUNWK)-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-HARVEYS-1,2015-HARVEYS-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-DUNMORE-1,2021-DUNMORE-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-NORTON-1,2018-NORTON-1-Ad,HumanObservation,,8,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-HARDWICK-1,2012-HARDWICK-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-HARDWICK-1,2017-HARDWICK-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-TURTLE-1,2014-TURTLE-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-NINEVAH-1,2016-NINEVAH-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-LEVI-1,2020-LEVI-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-TUTTLE (HARDWK)-1,2011-TUTTLE (HARDWK)-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-LYFORD-1,2019-LYFORD-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-LEVI-1,2018-LEVI-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-GREAT AVERILL-1,2021-GREAT AVERILL-1-Ad,HumanObservation,,6,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-NINEVAH-1,2022-NINEVAH-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-LITTLE AVERILL-1,2021-LITTLE AVERILL-1-Ad,HumanObservation,,4,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-BALD HILL-1,2018-BALD HILL-1-Ad,HumanObservation,,3,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-LYFORD-1,2021-LYFORD-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-WOLCOTT-1,2011-WOLCOTT-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-MILES-1,2019-MILES-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-WALLINGFORD-1,2019-WALLINGFORD-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-SUGAR HILL-1,2012-SUGAR HILL-1-Ad,HumanObservation,,3,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-VALLEY-1,2019-VALLEY-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-ELLIGO-1,2014-ELLIGO-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-ZACK WOODS-1,2011-ZACK WOODS-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-COOKS (SHRWBY)-1,2022-COOKS (SHRWBY)-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-SOUTH (MARLBR)-1,2016-SOUTH (MARLBR)-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-HARDWICK-1,2020-HARDWICK-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-METCALF-1,2013-METCALF-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-KNAPP BROOK #1-1,2012-KNAPP BROOK #1-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-RAPONDA-1,2017-RAPONDA-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-GREAT AVERILL-1,2017-GREAT AVERILL-1-Ad,HumanObservation,,4,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-METCALF-1,2020-METCALF-1-Ad,HumanObservation,,4,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-GREENWOOD-1,2015-GREENWOOD-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-ECHO (HUBDTN)-1,2019-ECHO (HUBDTN)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-TICKLENAKED-1,2012-TICKLENAKED-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-MAY-1,2012-MAY-1-Ad,HumanObservation,Martha Gordon,4,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-SUGAR HILL-1,2019-SUGAR HILL-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-HARDWOOD-1,2021-HARDWOOD-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-ISLAND-1,2018-ISLAND-1-Ad,HumanObservation,,5,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-RAPONDA-1,2016-RAPONDA-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-SHADOW (CONCRD)-1,2013-SHADOW (CONCRD)-1-Ch,HumanObservation,Kane-Rohloff,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-MOREY-1,2020-MOREY-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-JOES (DANVLL)-1,2022-JOES (DANVLL)-1-Ad,HumanObservation,,5,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-BOMOSEEN-1,2012-BOMOSEEN-1-00,HumanObservation,Roy Pilcher,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-HARVEYS-1,2017-HARVEYS-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-FAIRLEE-1,2019-FAIRLEE-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-CHANDLER (WHLOCK)-1,2021-CHANDLER (WHLOCK)-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-MUD (PEACHM)-1,2014-MUD (PEACHM)-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-HARDWOOD-1,2013-HARDWOOD-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-MCCONNELL-1,2013-MCCONNELL-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-DUNMORE-1,2020-DUNMORE-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-INMAN-1,2022-INMAN-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-BALD HILL-1,2021-BALD HILL-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-JOBS-1,2013-JOBS-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-GREENWOOD-1,2014-GREENWOOD-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-GREENWOOD-1,2016-GREENWOOD-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-GREEN RIVER-1,2011-GREEN RIVER-1-Ad,HumanObservation,,9,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-BROWNINGTON-1,2011-BROWNINGTON-1-Ad,HumanObservation,,4,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-WARDEN-1,2021-WARDEN-1-Ad,HumanObservation,,3,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-WOODWARD-1,2011-WOODWARD-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-HARTWELL-1,2019-HARTWELL-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-BALD HILL-1,2016-BALD HILL-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-NORTH HARTLAND-1,2017-NORTH HARTLAND-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-MAY-1,2013-MAY-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-ZACK WOODS-1,2013-ZACK WOODS-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-JOES (DANVLL)-1,2021-JOES (DANVLL)-1-Ad,HumanObservation,,5,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-MAIDSTONE-1,2022-MAIDSTONE-1-Ad,HumanObservation,Von Alt,9,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-CHANDLER (WHLOCK)-1,2021-CHANDLER (WHLOCK)-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-EDEN-1,2015-EDEN-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-LONG (GRNSBO)-1,2021-LONG (GRNSBO)-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-WHEELER (BRUNWK)-1,2020-WHEELER (BRUNWK)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-ISLAND-1,2022-ISLAND-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-NINEVAH-1,2015-NINEVAH-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-IROQUOIS-1,2021-IROQUOIS-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-NINEVAH-1,2014-NINEVAH-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-METCALF-1,2022-METCALF-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-CARMI-1,2022-CARMI-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-EAST LONG-1,2018-EAST LONG-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-LITTLE HOSMER-1,2013-LITTLE HOSMER-1-Ad,HumanObservation,Tom Wells|Linda Wells,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-BUCK-1,2019-BUCK-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-NEWARK-1,2014-NEWARK-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-WALLACE-1,2013-WALLACE-1-Ad,HumanObservation,,3,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-LONG (GRNSBO)-1,2011-LONG (GRNSBO)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-DERBY-1,2017-DERBY-1-Ad,HumanObservation,,3,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-CRANBERRY MEADOW-1,2020-CRANBERRY MEADOW-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-HALLS-1,2018-HALLS-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-GREEN RIVER-1,2015-GREEN RIVER-1-Ad,HumanObservation,,5,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-SEYMOUR-1,2012-SEYMOUR-1-Ad,HumanObservation,Charles|Denis,9,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-MAY-1,2017-MAY-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-BEEBE (HUBDTN)-1,2011-BEEBE (HUBDTN)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-MOLLYS FALLS-1,2016-MOLLYS FALLS-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-NULHEGAN-1,2013-NULHEGAN-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2011-NORTH MONTPELIER-1,2011-NORTH MONTPELIER-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-UPPER SYMES-1,2013-UPPER SYMES-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-SUNSET (BENSON)-1,2019-SUNSET (BENSON)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-GALE MEADOWS-1,2018-GALE MEADOWS-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-EAST LONG-1,2021-EAST LONG-1-Ad,HumanObservation,,4,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-BRANCH-1,2021-BRANCH-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-SUNRISE-1,2019-SUNRISE-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-SHADOW (CONCRD)-1,2016-SHADOW (CONCRD)-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-SUNSET (MARLBR)-1,2015-SUNSET (MARLBR)-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-NEWARK-1,2015-NEWARK-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-LOWER SYMES-1,2012-LOWER SYMES-1-Ad,HumanObservation,,3,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-SOUTH (MARLBR)-1,2020-SOUTH (MARLBR)-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-WANTASTIQUET-1,2018-WANTASTIQUET-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-INDIAN BROOK (ESSEX)-1,2022-INDIAN BROOK (ESSEX)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-MARTINS-1,2013-MARTINS-1-Ad,HumanObservation,,4,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-MUD (HYDEPK)-1,2018-MUD (HYDEPK)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-LYFORD-1,2020-LYFORD-1-Ad,HumanObservation,,3,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-COLLINS-1,2013-COLLINS-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-GREAT HOSMER-1,2021-GREAT HOSMER-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-SOUTH (MARLBR)-1,2022-SOUTH (MARLBR)-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-KNAPP BROOK #1-1,2019-KNAPP BROOK #1-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-HARVEYS-1,2019-HARVEYS-1-Ad,HumanObservation,,5,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-STILES-1,2017-STILES-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-DEWEYS MILL-1,2014-DEWEYS MILL-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-LOWER SYMES-1,2014-LOWER SYMES-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-STAR-1,2014-STAR-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-ST. CATHERINE-1,2014-ST. CATHERINE-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2022-HOWE-1,2022-HOWE-1-00,HumanObservation,Henry,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-BIG-1,2016-BIG-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-CRANBERRY MEADOW-1,2012-CRANBERRY MEADOW-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-WANTASTIQUET-1,2014-WANTASTIQUET-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-NOTCH-1,2016-NOTCH-1-Ad,HumanObservation,,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-WOODBURY-1,2020-WOODBURY-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2019-ECHO (PLYMTH)-1,2019-ECHO (PLYMTH)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-HALLS-1,2012-HALLS-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-NORTON-1,2018-NORTON-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2016-BEAVER (HOLLND)-1,2016-BEAVER (HOLLND)-1-Ch,HumanObservation,,1,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-BERLIN-1,2015-BERLIN-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-SEYMOUR-1,2014-SEYMOUR-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2017-CHITTENDEN-1,2017-CHITTENDEN-1-Ch,HumanObservation,,4,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2014-EAST LONG-1,2014-EAST LONG-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-NEWARK-1,2012-NEWARK-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2012-EAST LONG-1,2012-EAST LONG-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-GREENWOOD-1,2015-GREENWOOD-1-Ch,HumanObservation,,2,Chick,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2013-HARTWELL-1,2013-HARTWELL-1-Ad,HumanObservation,Amelia Fritze,1,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2021-WRIGHTSVILLE-1,2021-WRIGHTSVILLE-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2018-ZACK WOODS-1,2018-ZACK WOODS-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2020-BURR (SUDBRY)-1,2020-BURR (SUDBRY)-1-00,HumanObservation,,0,,Absent,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
2015-PENSIONER-1,2015-PENSIONER-1-Ad,HumanObservation,,2,Adult,Present,Gavia immer,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Species,Event,VCE
